ID,Label,Description
811698080638763012,Other Mentions,heart attack
1153811839232303106,Health mentions,heart attack
811671584922628096,Other Mentions,alzheimer
813211377242406915,Other Mentions,alzheimer
1153402334128590848,Other Mentions,depression
1154944516677197824,Other Mentions,parkinson
1153843604965617664,Other Mentions,cancer
1153119273465741312,Health mentions,cancer
811704983582187520,Other Mentions,cancer
1153101392548118528,Health mentions,migraine
1153465830753132549,Figurative Mentions,fever
1158661834486034432,Health mentions,cough
1153884424829714432,Health mentions,migraine
1154005453266915328,Health mentions,migraine
1158951631322591232,Figurative Mentions,cough
1153716178583470080,Health mentions,migraine
905507513071751169,Figurative Mentions,heart attack
811768061313224709,Other Mentions,depression
1147443486532210688,Health mentions,headache
1153886722653970432,Health mentions,headache
1153684140862115840,Figurative Mentions,heart attack
1153533474726277121,Figurative Mentions,headache
813215316943732736,Other Mentions,alzheimer
905540256513929216,Figurative Mentions,heart attack
1157063379472781312,Health mentions,cough
1153802732446162952,Other Mentions,parkinson
1153221562381799430,Figurative Mentions,heart attack
1153818348242661376,Health mentions,migraine
902660487900307456,Other Mentions,alzheimer
813177512436133888,Other Mentions,alzheimer
1153754589528764420,Other Mentions,fever
1153150229237108736,Health mentions,headache
812896745222995968,Health mentions,parkinson
1153502892143325184,Figurative Mentions,fever
1153232579627225088,Health mentions,migraine
813160863968460801,Health mentions,stroke
1153412935156473857,Figurative Mentions,stroke
1147424350703771648,Health mentions,headache
1147462687267446784,Figurative Mentions,migraine
1153558636808949760,Figurative Mentions,fever
1148248193479663617,Figurative Mentions,heart attack
1153423282491863040,Health mentions,headache
1153820032624816134,Figurative Mentions,depression
1153081632590635008,Figurative Mentions,fever
813158101809594369,Other Mentions,stroke
1154837512604532738,Figurative Mentions,stroke
905527777738104832,Figurative Mentions,heart attack
1153145893987553280,Figurative Mentions,headache
1148379967207567360,Figurative Mentions,stroke
1153631133646671873,Other Mentions,stroke
1158722064112660481,Other Mentions,alzheimer
1158875593804398593,Other Mentions,cough
1147456066789289989,Other Mentions,migraine
1153990277591441408,Figurative Mentions,headache
1154068542322552833,Health mentions,parkinson
1153253044617916416,Other Mentions,heart attack
1153704968286822407,Other Mentions,parkinson
1147316581900476422,Health mentions,headache
905457540292644864,Other Mentions,alzheimer
811770978531352576,Health mentions,depression
1153418299130155009,Health mentions,migraine
811775861334704132,Other Mentions,depression
1153547927677276160,Other Mentions,cancer
1153566751482896384,Figurative Mentions,migraine
813184889075986432,Other Mentions,stroke
811668359288913920,Figurative Mentions,heart attack
1153148063357104130,Figurative Mentions,headache
1153230232150859776,Health mentions,depression
1158802280524734464,Other Mentions,cough
1153876510647828480,Other Mentions,fever
1153546525768704000,Figurative Mentions,heart attack
1148199299810910209,Health mentions,cancer
1154791147816005634,Other Mentions,parkinson
1153429248432070657,Other Mentions,migraine
1147183981512876032,Other Mentions,headache
1153428936174505984,Health mentions,heart attack
1153795715769856001,Figurative Mentions,migraine
1158870902685069312,Other Mentions,cough
1158918931651936256,Figurative Mentions,heart attack
1153413334567399424,Other Mentions,migraine
1153631189607038976,Health mentions,heart attack
1153758551116062720,Figurative Mentions,cancer
1158879552984309760,Figurative Mentions,cough
1154505445761003522,Health mentions,depression
1148217186651185152,Other Mentions,depression
1154107520560107520,Figurative Mentions,fever
1153889433516687360,Figurative Mentions,heart attack
1147272862308298752,Health mentions,migraine
1154082388059668480,Figurative Mentions,stroke
1153529656227880961,Other Mentions,stroke
1148859915571728385,Other Mentions,cancer
811699965210882048,Health mentions,alzheimer
1158390144141012992,Other Mentions,cough
902657337978183680,Other Mentions,stroke
1148294553016909824,Health mentions,heart attack
1158648787063201792,Other Mentions,cough
1154360968463319041,Health mentions,alzheimer
1154438066569957379,Other Mentions,parkinson
811699905127325697,Other Mentions,alzheimer
1158750705953337345,Other Mentions,parkinson
1153460506008653824,Other Mentions,alzheimer
813067041041252356,Other Mentions,parkinson
1153472077690810368,Figurative Mentions,fever
1153472172091793410,Health mentions,migraine
1153879525039771653,Other Mentions,parkinson
1147296963865354241,Figurative Mentions,migraine
1154013514996035585,Health mentions,fever
1158475128105250816,Health mentions,cough
1148378488061210626,Other Mentions,heart attack
1153730888515096578,Health mentions,headache
1153416384723980288,Other Mentions,cancer
1153104742287118337,Figurative Mentions,headache
1154041424398049281,Figurative Mentions,migraine
1153482600285122564,Health mentions,migraine
1147455995708346368,Other Mentions,migraine
1153671722656325633,Health mentions,fever
1147288850298888193,Figurative Mentions,headache
1153818513003307009,Figurative Mentions,stroke
1153676183466385408,Figurative Mentions,depression
1153468090870403072,Health mentions,headache
1147475683440046080,Health mentions,headache
903025823094939648,Other Mentions,cancer
1148879385786642432,Figurative Mentions,depression
1153838561701048321,Other Mentions,heart attack
1153726743678783488,Figurative Mentions,fever
1154089596520734721,Health mentions,migraine
1154475216023633920,Figurative Mentions,fever
1153757639018450944,Health mentions,migraine
1153616057308983297,Other Mentions,fever
811704668459929600,Health mentions,cancer
1153783221550665728,Figurative Mentions,heart attack
1158917208204021760,Figurative Mentions,cough
811670344855646208,Health mentions,alzheimer
1147373423514906626,Figurative Mentions,headache
1153291196942430208,Figurative Mentions,heart attack
1154083180749709316,Figurative Mentions,fever
1147039256558239744,Health mentions,migraine
1158517317111820288,Other Mentions,cough
811777229076176896,Other Mentions,depression
1153821901120106503,Health mentions,headache
1147530777212653570,Health mentions,migraine
1153702997060390914,Other Mentions,cancer
811751480751509504,Health mentions,alzheimer
1158787904694566914,Other Mentions,cough
811654869270626304,Figurative Mentions,heart attack
1153592444434432000,Figurative Mentions,depression
1158373198636945409,Other Mentions,parkinson
1156007341159903232,Other Mentions,stroke
1153547767781871616,Other Mentions,cancer
1153461341992181762,Other Mentions,heart attack
902677006294294528,Other Mentions,alzheimer
1153219762547302400,Figurative Mentions,cancer
905465495499010048,Other Mentions,alzheimer
1156936464355213321,Other Mentions,parkinson
1153811888200810498,Health mentions,headache
1153466205891629058,Figurative Mentions,fever
1158538120402546689,Health mentions,cough
1154059765372346368,Other Mentions,heart attack
1155966929128919042,Health mentions,parkinson
1147175273173069825,Figurative Mentions,headache
1153512837530079232,Figurative Mentions,heart attack
1154784694074060800,Other Mentions,alzheimer
1147375369382535168,Health mentions,headache
1153712656869728262,Figurative Mentions,headache
1157119435100119041,Health mentions,cough
1153738614725120005,Health mentions,fever
811693158463655937,Other Mentions,alzheimer
1158780886512537600,Figurative Mentions,cough
1153542247935348738,Other Mentions,stroke
1148846224776339457,Figurative Mentions,depression
1158512608393211904,Other Mentions,cough
1147449702536712194,Health mentions,headache
811707437489135616,Other Mentions,cancer
1153540997307088896,Other Mentions,stroke
1148210647404089344,Other Mentions,parkinson
1153115597833560066,Health mentions,migraine
1154102857886511107,Other Mentions,parkinson
811709786978971648,Other Mentions,cancer
1153513228116402176,Other Mentions,fever
811663860495253505,Figurative Mentions,heart attack
1147331232994406400,Other Mentions,headache
1157136118556418048,Health mentions,cough
1154218383803441152,Other Mentions,parkinson
1153735087281885185,Figurative Mentions,heart attack
1153284486840197120,Health mentions,headache
1154071408034508800,Health mentions,depression
1148232965916377093,Figurative Mentions,heart attack
1153419918303551497,Health mentions,headache
1148257442742116352,Figurative Mentions,stroke
1157100122989309952,Figurative Mentions,cough
905527782502957056,Other Mentions,parkinson
1153642177987321856,Other Mentions,heart attack
1153209343766147073,Health mentions,heart attack
1153622432885817347,Figurative Mentions,headache
1153821844798967808,Health mentions,fever
1154190342830399489,Figurative Mentions,heart attack
1153143500508213249,Figurative Mentions,depression
1148857220341411840,Other Mentions,depression
1158846292132540417,Figurative Mentions,cough
1153718053517123584,Figurative Mentions,stroke
902638706221359104,Other Mentions,parkinson
1158817597930070016,Health mentions,cough
1153761701956767744,Health mentions,depression
905557166647541761,Other Mentions,cancer
1153744848568160264,Health mentions,migraine
905770635221192704,Other Mentions,parkinson
1158904446929129472,Figurative Mentions,cough
1153424266169217024,Health mentions,migraine
811648278894809088,Figurative Mentions,heart attack
1148848711772119041,Other Mentions,depression
1153817145010085888,Figurative Mentions,depression
1153141858098302981,Figurative Mentions,migraine
1153701507369525248,Figurative Mentions,alzheimer
1153239837987737601,Other Mentions,stroke
1158951301646098433,Other Mentions,cough
1153702833880883201,Health mentions,depression
1148236200945209344,Other Mentions,cancer
1157107161467707394,Other Mentions,cough
1153532225088081922,Health mentions,headache
811772411112726528,Other Mentions,alzheimer
1153826137484587008,Other Mentions,cancer
1153714628968505344,Figurative Mentions,headache
1153666727567187969,Health mentions,fever
1154027358766034944,Other Mentions,cancer
1147490191990579200,Other Mentions,migraine
1158394417860042752,Figurative Mentions,cough
1157036613589000202,Other Mentions,parkinson
1153561779714310144,Health mentions,headache
1153871145948635137,Other Mentions,fever
905515321846632448,Other Mentions,stroke
1158703235496108033,Health mentions,fever
1148864615390109696,Other Mentions,alzheimer
1148256632616312833,Figurative Mentions,heart attack
902690794091540481,Figurative Mentions,heart attack
1153883526498009088,Figurative Mentions,stroke
1153737582477492225,Other Mentions,stroke
1153411432941314048,Other Mentions,fever
1158175653138538497,Figurative Mentions,cough
1153491505543147520,Health mentions,fever
1153595680335847424,Other Mentions,cancer
1153518461454188544,Other Mentions,cancer
1153613712718098432,Other Mentions,stroke
1154104340250005506,Other Mentions,migraine
1158854700776607744,Figurative Mentions,cough
1154084672328151042,Figurative Mentions,headache
1156952300042067968,Figurative Mentions,heart attack
1158707335285489664,Other Mentions,cough
1154052054454697985,Other Mentions,fever
1154008449572888576,Health mentions,fever
1158694560039485440,Figurative Mentions,cough
811704964942888963,Figurative Mentions,cancer
1157113862820257792,Figurative Mentions,alzheimer
1148241459793055744,Other Mentions,cancer
1153773837764452352,Figurative Mentions,fever
1153887927237271557,Health mentions,migraine
905543749824073729,Figurative Mentions,cancer
1147241941165383682,Health mentions,headache
902689411091107845,Other Mentions,alzheimer
811764344534994944,Other Mentions,alzheimer
1153679386870026241,Health mentions,fever
1153973139837243392,Figurative Mentions,headache
1148386409775898624,Figurative Mentions,parkinson
1154044680402657283,Health mentions,headache
1147253051373363200,Health mentions,migraine
811688409706078208,Health mentions,alzheimer
1153598700947558406,Figurative Mentions,depression
1148280045078638594,Figurative Mentions,depression
1154014660917714944,Health mentions,headache
813155757663326208,Other Mentions,stroke
1153899437661380608,Figurative Mentions,stroke
1154085742055952386,Figurative Mentions,heart attack
905536122305970177,Other Mentions,depression
1153416994500296705,Figurative Mentions,fever
1153884409314942976,Health mentions,headache
812924610232680448,Other Mentions,parkinson
902672845603528704,Figurative Mentions,heart attack
811701853834637313,Other Mentions,cancer
1148292926851682304,Other Mentions,cancer
905517154929397763,Other Mentions,alzheimer
1157036905902612480,Figurative Mentions,cough
1153509938246955010,Other Mentions,alzheimer
812676741005070338,Other Mentions,parkinson
1154116881877520384,Figurative Mentions,heart attack
1153636168073764865,Health mentions,cancer
811773622448779264,Other Mentions,depression
1147060517720285185,Health mentions,migraine
1147491129019027456,Other Mentions,migraine
1157423888340586497,Other Mentions,cough
1154704606552657920,Other Mentions,parkinson
813233655128567808,Health mentions,stroke
1153259906096672768,Health mentions,fever
812752993686876164,Other Mentions,parkinson
813176670727245829,Other Mentions,parkinson
1153635155552026625,Other Mentions,cancer
1153288485723414529,Health mentions,migraine
1155011465763573760,Other Mentions,alzheimer
902673637672501248,Health mentions,stroke
1153087569757913089,Figurative Mentions,fever
905555519179501569,Figurative Mentions,cancer
1158372630606569472,Other Mentions,cough
903021874296258561,Figurative Mentions,stroke
1158923506312081410,Other Mentions,cough
1153826460563456000,Figurative Mentions,headache
1147322818608058368,Figurative Mentions,migraine
1147348723380314112,Health mentions,headache
1147364425503920129,Health mentions,migraine
1148196070121517056,Other Mentions,cancer
813078185336147968,Other Mentions,parkinson
1155988287497990146,Other Mentions,alzheimer
1148304978328657922,Health mentions,parkinson
1158471585461723137,Figurative Mentions,cough
1153654259260547072,Other Mentions,heart attack
1153787485454921728,Figurative Mentions,migraine
1158215181668900866,Figurative Mentions,cough
1153481170350497792,Figurative Mentions,fever
1153619191028731905,Figurative Mentions,stroke
1153814453852393474,Health mentions,migraine
1154029200786911232,Health mentions,depression
1148848248330903552,Other Mentions,stroke
1157099812753461249,Other Mentions,parkinson
1153630509550850048,Health mentions,fever
812746859974459392,Health mentions,parkinson
1158174954313146369,Other Mentions,cough
1147296872190496768,Health mentions,headache
1153630856281513984,Other Mentions,stroke
1154079515674578947,Figurative Mentions,headache
1153105991233232896,Other Mentions,parkinson
1153739182101213184,Other Mentions,cancer
1153778419714445312,Other Mentions,stroke
1158540312232505344,Other Mentions,cough
1153781131994529793,Figurative Mentions,migraine
1154107841839534081,Other Mentions,alzheimer
1153532768107880448,Health mentions,headache
1153205260783095808,Health mentions,fever
1158875397846634496,Other Mentions,cough
1153974407884238848,Health mentions,fever
902665410948030464,Figurative Mentions,heart attack
1153827465065893888,Health mentions,migraine
1153484058602684416,Other Mentions,cancer
1155111493009956864,Figurative Mentions,fever
1153146136305311744,Other Mentions,cancer
811707960338632704,Other Mentions,cancer
1153999552195772421,Figurative Mentions,fever
1154828620696891393,Other Mentions,fever
812829074225655808,Other Mentions,parkinson
813192612802916352,Other Mentions,alzheimer
1153984468501188610,Other Mentions,cancer
1148382292324147200,Health mentions,stroke
811688319922753536,Figurative Mentions,heart attack
1153521760089837569,Figurative Mentions,heart attack
1153797493072646145,Other Mentions,cancer
1153403376408891392,Figurative Mentions,heart attack
1148230497472045065,Other Mentions,stroke
1148276559381327874,Other Mentions,cancer
811699075355709441,Other Mentions,alzheimer
1153238874954403842,Other Mentions,migraine
1158714182050701314,Health mentions,cough
813184590668038144,Other Mentions,alzheimer
1154549644464132096,Other Mentions,fever
1154034154016612353,Other Mentions,depression
1153663417917628416,Health mentions,migraine
1153745186230607873,Other Mentions,stroke
1154366181450616833,Other Mentions,alzheimer
1153139240819154946,Health mentions,depression
1153749364331950081,Figurative Mentions,depression
1158552422077411328,Other Mentions,alzheimer
1154714065974902784,Other Mentions,alzheimer
1158774622432612352,Figurative Mentions,cough
1153680837768093696,Health mentions,fever
1158916435961425920,Other Mentions,parkinson
811704097590169600,Health mentions,cancer
1153627252820783105,Other Mentions,stroke
813226208515137536,Other Mentions,alzheimer
1154947006693068800,Other Mentions,alzheimer
1148212310416220162,Figurative Mentions,depression
1153699775293865984,Health mentions,stroke
1153614997756481536,Other Mentions,stroke
1153655196372930568,Health mentions,heart attack
1154837395503833088,Other Mentions,parkinson
1155072517373071361,Other Mentions,alzheimer
811708780538920960,Other Mentions,cancer
905538829976838144,Health mentions,depression
1148206450474307586,Figurative Mentions,heart attack
1154330488879734785,Other Mentions,parkinson
1148386528030314497,Other Mentions,alzheimer
905541133056532481,Other Mentions,depression
1153848666274312192,Figurative Mentions,fever
1154090467816017922,Figurative Mentions,stroke
1154090441123553280,Figurative Mentions,depression
1153984665310515200,Other Mentions,cancer
811780537362817024,Health mentions,depression
1153214221766856704,Other Mentions,depression
902725278388146176,Other Mentions,cancer
811767883143385088,Health mentions,depression
1158919631492538368,Figurative Mentions,cough
1153656737754484736,Health mentions,migraine
1154101084652068864,Other Mentions,cancer
1153616975555366913,Health mentions,heart attack
1158486623845310467,Other Mentions,parkinson
1153892682546188288,Other Mentions,cancer
1148216276839522305,Other Mentions,cancer
1148214129787883522,Figurative Mentions,alzheimer
902654981488218117,Other Mentions,parkinson
1148235007879725057,Other Mentions,alzheimer
1158500403094478848,Figurative Mentions,heart attack
1158385036036661249,Figurative Mentions,cough
1147252866924650497,Health mentions,headache
1147235686443114496,Figurative Mentions,headache
905557348554498048,Other Mentions,cancer
813061251664322560,Other Mentions,parkinson
1158748953309040640,Figurative Mentions,cough
1154038198370050049,Health mentions,migraine
1148294237752123395,Other Mentions,alzheimer
812536558049890305,Other Mentions,parkinson
1153689586574516225,Figurative Mentions,fever
1158806122763079680,Health mentions,cough
1154885559216721920,Health mentions,alzheimer
1147520596508631042,Health mentions,headache
905536889544945664,Other Mentions,depression
1153403724502622210,Figurative Mentions,fever
1153424372096491520,Health mentions,fever
1148246945472884736,Other Mentions,stroke
1154034280177127425,Other Mentions,heart attack
811702142037803008,Other Mentions,cancer
1153772608112005121,Figurative Mentions,headache
1154984315203330048,Other Mentions,parkinson
1153745260725657602,Other Mentions,depression
1153643998235353089,Health mentions,fever
1153555822699397120,Other Mentions,fever
811775745420824576,Other Mentions,depression
1148388144880005120,Other Mentions,stroke
1158715889790984197,Health mentions,cough
812823941001707520,Other Mentions,parkinson
1153484319240937473,Other Mentions,depression
1153970371546288128,Health mentions,headache
1158694726645755904,Other Mentions,alzheimer
1157107159412420609,Other Mentions,cough
1147539244103143424,Figurative Mentions,headache
1153101103187103744,Figurative Mentions,headache
1154001478052458497,Figurative Mentions,fever
1153872737569579008,Figurative Mentions,alzheimer
1153797791388278784,Other Mentions,stroke
902685314535354368,Other Mentions,depression
1158642929432350722,Other Mentions,cough
1153695466237751297,Figurative Mentions,depression
1153744151260946432,Other Mentions,stroke
1154098121430880257,Figurative Mentions,headache
1158598162103197701,Health mentions,cough
1154018428023447552,Other Mentions,heart attack
1154017225986195456,Other Mentions,heart attack
1158753274905808896,Other Mentions,cough
1158774189609902081,Figurative Mentions,cough
902724065206697984,Other Mentions,cancer
1158376325805199361,Health mentions,cough
1158909958886436864,Health mentions,cough
1153468046792466432,Figurative Mentions,headache
1154752586672590850,Health mentions,alzheimer
1147467708675395584,Health mentions,headache
1153081715843354626,Health mentions,headache
1147546068722302976,Health mentions,migraine
1147212831143710720,Figurative Mentions,migraine
1153470188957982721,Figurative Mentions,heart attack
1158531728467582977,Health mentions,cough
1154059100608704513,Health mentions,fever
1153827394320502784,Health mentions,migraine
1148382882483732480,Other Mentions,parkinson
1153098450977734656,Figurative Mentions,heart attack
1147482824661823489,Other Mentions,migraine
813191524691415040,Other Mentions,stroke
1147354050473680901,Figurative Mentions,migraine
812818575425732608,Other Mentions,parkinson
811767619137241089,Health mentions,depression
1147136649199017984,Figurative Mentions,headache
1147210583911088129,Health mentions,migraine
1155269197951320070,Other Mentions,alzheimer
1153753701770825728,Other Mentions,stroke
1158386865235476480,Figurative Mentions,cough
1158147899215060993,Other Mentions,alzheimer
1154043712726421504,Other Mentions,migraine
1158762305892622336,Other Mentions,parkinson
1153719574724059136,Health mentions,migraine
1158547857785286656,Figurative Mentions,cough
1158698753597091840,Other Mentions,cough
1153089676917510144,Health mentions,stroke
1158860590124806144,Other Mentions,alzheimer
903025009056251904,Figurative Mentions,depression
905542281855467520,Other Mentions,cancer
811667757305466880,Other Mentions,alzheimer
1153112189580042240,Health mentions,fever
1153664316169760768,Health mentions,migraine
811704089721663488,Other Mentions,cancer
1153631951330467842,Health mentions,fever
813165274895630337,Health mentions,stroke
1153658520224428032,Other Mentions,stroke
1147149524454055937,Health mentions,headache
1158868864010248193,Other Mentions,parkinson
811699321351585792,Health mentions,cancer
1148392936574464002,Other Mentions,stroke
1153999752104747008,Other Mentions,stroke
1153635288565948416,Health mentions,fever
1153143775226712066,Figurative Mentions,fever
1147338880137535491,Other Mentions,migraine
1158745155874304007,Health mentions,depression
811663030933016576,Other Mentions,heart attack
1153894893342908416,Figurative Mentions,stroke
1154032756525064192,Figurative Mentions,migraine
1153687242705113089,Health mentions,headache
902668650435403776,Other Mentions,alzheimer
1148833540911636485,Other Mentions,stroke
1157092110903971841,Figurative Mentions,cough
1153834039343640576,Health mentions,headache
1153968064544890880,Health mentions,fever
1153686377843834881,Other Mentions,stroke
1153466802585788416,Health mentions,headache
1158166255490277376,Figurative Mentions,cough
1147151400356536320,Health mentions,migraine
811764745074331649,Other Mentions,alzheimer
1147242203573620738,Figurative Mentions,headache
813204695753728000,Other Mentions,stroke
1154000704006082560,Other Mentions,heart attack
1154711462197288960,Other Mentions,parkinson
1153236666661797888,Health mentions,fever
1147283829150769153,Health mentions,migraine
811697346962591744,Other Mentions,alzheimer
1148229598427013120,Figurative Mentions,heart attack
1157037547786330112,Figurative Mentions,cough
1153651615288692737,Other Mentions,depression
905470199356416000,Health mentions,alzheimer
1147152655778766848,Other Mentions,migraine
1153210534721916929,Health mentions,fever
1153749827181674496,Health mentions,depression
1154640700660543488,Figurative Mentions,alzheimer
1147035753861566464,Other Mentions,migraine
1153593427612725250,Other Mentions,parkinson
1153796434946228225,Health mentions,parkinson
1153751757362782208,Figurative Mentions,headache
1147316488451362816,Health mentions,migraine
1147285856564199427,Health mentions,headache
1153966586040082432,Health mentions,fever
1147551199576698884,Other Mentions,migraine
1147271449679261697,Health mentions,headache
902688346828410880,Other Mentions,depression
1153722098680025093,Health mentions,parkinson
1147164697138884608,Figurative Mentions,headache
905527991169634305,Health mentions,stroke
811769459841044480,Health mentions,depression
1158390999468662787,Figurative Mentions,cough
1154108049763819520,Figurative Mentions,fever
811711646808870912,Other Mentions,alzheimer
812780136084996097,Other Mentions,parkinson
1154092593900412929,Other Mentions,stroke
1153291887719124992,Figurative Mentions,depression
1153682523978964992,Figurative Mentions,migraine
1148296324682571778,Health mentions,depression
1154091531986509826,Health mentions,stroke
811753454880358400,Other Mentions,alzheimer
1147329055118598144,Health mentions,migraine
905543502557315073,Other Mentions,depression
905593423436152833,Other Mentions,parkinson
1153759390002028544,Other Mentions,alzheimer
813167071085391873,Other Mentions,alzheimer
1153821462270054401,Figurative Mentions,stroke
1157121664888578048,Figurative Mentions,cough
1148375861793632258,Figurative Mentions,heart attack
1153660352602636289,Health mentions,migraine
1154060119103197185,Figurative Mentions,stroke
1153121418881699842,Health mentions,migraine
1148256612722909190,Other Mentions,stroke
1154173834829991938,Other Mentions,parkinson
1153647425564762112,Health mentions,migraine
905450213283913729,Other Mentions,alzheimer
1153219187583721472,Other Mentions,cancer
1153490593579880448,Health mentions,headache
1153994680847278080,Figurative Mentions,stroke
1147560456455884800,Health mentions,migraine
1157108443184021504,Figurative Mentions,cough
1157039524318535682,Health mentions,cough
1158807154373136388,Other Mentions,cough
1158549749399805953,Figurative Mentions,alzheimer
1158383176529645570,Figurative Mentions,cough
812828800685867008,Health mentions,parkinson
813208496015429632,Health mentions,alzheimer
1153421584478146560,Other Mentions,cancer
1147083930023145473,Other Mentions,headache
1154826574107222018,Other Mentions,parkinson
1147447209115320320,Health mentions,migraine
811661324040204288,Other Mentions,alzheimer
1148256235818487808,Figurative Mentions,heart attack
811668893064458241,Figurative Mentions,heart attack
811672145839489026,Figurative Mentions,heart attack
1153259707261431808,Figurative Mentions,headache
1153505777543503873,Health mentions,migraine
811690441150238720,Other Mentions,alzheimer
1153142922390515712,Figurative Mentions,heart attack
1153765678949662720,Figurative Mentions,stroke
1153880982992371712,Health mentions,headache
1153204124336492546,Figurative Mentions,cancer
1153782033409142790,Figurative Mentions,heart attack
1158753940076400640,Figurative Mentions,cough
1148193683822526464,Health mentions,depression
905533801178259457,Other Mentions,stroke
1153778804684480515,Other Mentions,depression
1158376018119397381,Other Mentions,cough
1153867553451778049,Figurative Mentions,fever
1153687707391946752,Health mentions,depression
1153216259951079425,Other Mentions,migraine
1158758503126728705,Health mentions,cough
1157431680430419968,Other Mentions,alzheimer
1153878674141339648,Figurative Mentions,fever
1153649151709630466,Other Mentions,heart attack
1147244059230031873,Figurative Mentions,migraine
1147183251691311104,Health mentions,headache
1153215679618781184,Other Mentions,cancer
1153754416593457153,Figurative Mentions,migraine
1156937306101731334,Other Mentions,alzheimer
1154511941873758209,Other Mentions,parkinson
1147510252079919105,Health mentions,headache
1148294828557516800,Other Mentions,cancer
1153992260729679873,Health mentions,parkinson
1154778221465882624,Figurative Mentions,parkinson
1153278091017560065,Health mentions,fever
1153998137536569345,Other Mentions,alzheimer
1153831402577825792,Other Mentions,cancer
1154063059322884096,Health mentions,alzheimer
1153621186737106945,Health mentions,depression
902689646315962372,Other Mentions,depression
813248584963461121,Other Mentions,stroke
811681451674664960,Figurative Mentions,heart attack
1153691068208156674,Figurative Mentions,headache
1148301508804374530,Other Mentions,cancer
1158172386925170688,Figurative Mentions,cough
902686445395173377,Other Mentions,depression
1158189262103293953,Figurative Mentions,cough
1154101240743124992,Other Mentions,heart attack
1153533300855779329,Health mentions,depression
1153724253361049600,Other Mentions,heart attack
1157090734497062912,Figurative Mentions,cough
1153647197910683649,Other Mentions,cancer
1148879533476655104,Other Mentions,cancer
1154073872624472066,Figurative Mentions,headache
1153712022430859264,Health mentions,parkinson
1157094244735234048,Figurative Mentions,cough
1147373119457374208,Health mentions,headache
811703048468918272,Health mentions,cancer
1147210463178108928,Figurative Mentions,headache
1158200156921241600,Health mentions,alzheimer
902639006193770498,Other Mentions,parkinson
812543347227234304,Other Mentions,parkinson
1153117520251052032,Figurative Mentions,migraine
1153132356993073152,Figurative Mentions,depression
1153483990256496641,Other Mentions,fever
1153541423272202240,Health mentions,headache
1158995784852836353,Other Mentions,cough
1153752339217571845,Figurative Mentions,depression
1153282132330070016,Health mentions,headache
1154078826684649473,Other Mentions,depression
1153534980708098050,Figurative Mentions,fever
1153116915893592064,Figurative Mentions,headache
811698747138777088,Other Mentions,cancer
1148289409890078720,Health mentions,stroke
1154073927708217345,Other Mentions,stroke
1154609879979581440,Health mentions,depression
1153678482171236357,Health mentions,headache
1147285971119038464,Health mentions,migraine
1158883012211335168,Figurative Mentions,cough
811678884966043649,Other Mentions,alzheimer
1153547307507261441,Health mentions,fever
1154090599458361350,Other Mentions,cancer
1153816660920303618,Health mentions,parkinson
1153217438730711040,Figurative Mentions,migraine
1148199057078099968,Other Mentions,depression
1158644955495063552,Health mentions,cough
1153843790383206401,Figurative Mentions,cancer
812689329252249600,Other Mentions,parkinson
1148263110198943749,Other Mentions,parkinson
1148308999600791555,Health mentions,heart attack
1153895314287239168,Figurative Mentions,headache
902668113912762368,Other Mentions,stroke
1154464526068277248,Health mentions,alzheimer
1154748774947971072,Other Mentions,alzheimer
813171794937057280,Other Mentions,stroke
1156997534566539264,Other Mentions,parkinson
1153899099017510912,Figurative Mentions,fever
1153966049244545026,Figurative Mentions,heart attack
811735466579890178,Other Mentions,alzheimer
1153111735949320193,Other Mentions,heart attack
1154763990364577792,Other Mentions,parkinson
1153686825321586690,Health mentions,migraine
811764296149561344,Other Mentions,depression
903024588136833025,Other Mentions,depression
1153667831847948288,Figurative Mentions,heart attack
1153541174273200128,Figurative Mentions,fever
1154110552026705920,Other Mentions,depression
1154876826474303489,Other Mentions,alzheimer
905541918528077826,Other Mentions,depression
1159028086979141633,Other Mentions,alzheimer
905620427342454784,Health mentions,cancer
1147244557144383488,Figurative Mentions,migraine
812568536979820544,Other Mentions,parkinson
1158974942135881730,Health mentions,cough
902682550761512960,Figurative Mentions,stroke
1153141319310729217,Figurative Mentions,stroke
1148293392037818368,Other Mentions,cancer
811775535365898240,Other Mentions,depression
1154008246320943105,Figurative Mentions,heart attack
1153263900449808384,Other Mentions,fever
1147038347346378752,Figurative Mentions,migraine
1153082124829962244,Other Mentions,cancer
812979385829560320,Other Mentions,parkinson
1153491189427068928,Other Mentions,cancer
811773310337957893,Health mentions,depression
1153701706057863168,Health mentions,migraine
1148300654831644672,Other Mentions,heart attack
1153731591560212481,Other Mentions,stroke
811677493589479424,Health mentions,alzheimer
1153512339733393408,Health mentions,headache
1157092406623375362,Health mentions,cough
1153865007274135552,Other Mentions,fever
1148241597601058816,Other Mentions,heart attack
1157417352977354752,Other Mentions,cough
1153489308382183424,Health mentions,fever
1154758140774293504,Figurative Mentions,parkinson
1148283853091561472,Other Mentions,alzheimer
1153500386172424192,Figurative Mentions,migraine
1153778318543675392,Figurative Mentions,fever
1154104507929890816,Other Mentions,migraine
1153486568172056576,Health mentions,fever
1153498934339391490,Health mentions,headache
902669295246827520,Other Mentions,stroke
1154023066441256962,Other Mentions,parkinson
1147361103019741184,Health mentions,migraine
1154054267700994049,Figurative Mentions,heart attack
